alpha,ratio,angle,facade,mean,std,min,max,p25,p50,p75,iqr,range,cv,skewness,kurtosis
Alpha1_4,3_1_4,5,SideRight,-0.699619,0.179631,-1.628591,-0.226221,-0.792197,-0.674711,-0.579928,0.212269,1.402370,0.256755,-0.867987,1.321415
Alpha1_4,3_1_4,5,Leeward,-0.554884,0.095100,-1.040729,-0.256174,-0.607448,-0.546568,-0.492002,0.115446,0.784555,0.171387,-0.623562,1.097141
Alpha1_4,3_1_4,5,SideLeft,-0.695772,0.184541,-1.880599,-0.195358,-0.798647,-0.667363,-0.566766,0.231881,1.685242,0.265232,-0.951459,1.797905
Alpha1_4,3_1_4,10,Windward,0.525460,0.165927,0.087941,1.095868,0.405191,0.509227,0.633200,0.228009,1.007927,0.315775,0.388697,-0.171845
Alpha1_4,3_1_4,10,SideRight,-0.747667,0.198366,-1.732113,-0.219301,-0.860043,-0.724611,-0.606194,0.253849,1.512812,0.265314,-0.742029,0.753299
Alpha1_4,3_1_4,10,Leeward,-0.570691,0.095798,-1.029440,-0.322236,-0.627768,-0.559629,-0.502526,0.125241,0.707204,0.167864,-0.696599,0.743199
Alpha1_4,3_1_4,10,SideLeft,-0.684729,0.190514,-2.032103,-0.250122,-0.773405,-0.653131,-0.558369,0.215036,1.781981,0.278233,-1.398418,3.827329
Alpha1_4,3_1_4,15,Windward,0.535479,0.160091,0.106973,1.109252,0.423448,0.516190,0.630367,0.206919,1.002279,0.298967,0.545513,0.190906
Alpha1_4,3_1_4,15,SideRight,-0.790287,0.218027,-1.899794,-0.198363,-0.921696,-0.765172,-0.635186,0.286509,1.701431,0.275883,-0.612865,0.491642
Alpha1_4,3_1_4,15,Leeward,-0.584637,0.105177,-1.024894,-0.277252,-0.646190,-0.573027,-0.509752,0.136438,0.747641,0.179901,-0.598229,0.347860
Alpha1_4,3_1_4,15,SideLeft,-0.679848,0.187075,-1.690198,-0.251406,-0.771881,-0.642013,-0.549911,0.221971,1.438792,0.275173,-1.264187,2.445740
Alpha1_4,3_1_4,20,Windward,0.498187,0.158284,0.076025,1.320931,0.385245,0.488448,0.598874,0.213629,1.244906,0.317720,0.401864,0.288324
Alpha1_4,3_1_4,20,SideRight,-0.743274,0.225225,-1.785384,-0.018486,-0.884764,-0.730856,-0.589821,0.294944,1.766898,0.303018,-0.366933,0.390164
Alpha1_4,3_1_4,20,Leeward,-0.553144,0.094150,-1.181287,-0.297947,-0.605761,-0.545454,-0.487974,0.117786,0.883340,0.170210,-0.863300,2.156010
Alpha1_4,3_1_4,20,SideLeft,-0.636553,0.172861,-2.255200,-0.301172,-0.708403,-0.602708,-0.524496,0.183907,1.954027,0.271558,-2.016168,8.768124
Alpha1_4,3_1_4,25,Windward,0.475140,0.154616,0.047737,1.143142,0.367655,0.466513,0.574192,0.206537,1.095406,0.325412,0.335255,0.183076
Alpha1_4,3_1_4,25,SideRight,-0.631948,0.244171,-1.839722,0.089892,-0.794933,-0.630333,-0.455639,0.339294,1.929614,0.386378,-0.226082,0.017348
Alpha1_4,3_1_4,25,Leeward,-0.535732,0.079708,-0.844690,-0.303218,-0.586298,-0.531098,-0.478920,0.107378,0.541472,0.148784,-0.342530,0.058628
Alpha1_4,3_1_4,25,SideLeft,-0.601323,0.132284,-1.514905,-0.271092,-0.670188,-0.579410,-0.511413,0.158775,1.243813,0.219988,-1.562838,5.527659
Alpha1_4,3_1_4,30,Windward,0.443973,0.143156,0.047995,0.996248,0.338996,0.435777,0.540746,0.201750,0.948254,0.322443,0.290855,-0.149090
Alpha1_4,3_1_4,30,SideRight,-0.460777,0.235711,-1.477987,0.249571,-0.613344,-0.452151,-0.298521,0.314823,1.727558,0.511551,-0.237399,0.026980
Alpha1_4,3_1_4,30,Leeward,-0.537041,0.071537,-0.834852,-0.312385,-0.580584,-0.530105,-0.486899,0.093685,0.522467,0.133205,-0.475847,0.321525
Alpha1_4,3_1_4,30,SideLeft,-0.589736,0.115996,-1.670003,-0.305302,-0.647225,-0.573764,-0.512093,0.135133,1.364700,0.196691,-1.536580,6.664672
Alpha1_4,3_1_4,35,Windward,0.401877,0.141878,-0.027688,0.927111,0.301514,0.387707,0.491043,0.189529,0.954799,0.353037,0.408035,-0.017323
Alpha1_4,3_1_4,35,SideRight,-0.237428,0.209514,-1.219213,0.396659,-0.373676,-0.223664,-0.091917,0.281759,1.615871,0.882432,-0.300699,0.121317
Alpha1_4,3_1_4,35,Leeward,-0.524745,0.075872,-0.932535,-0.305491,-0.567484,-0.518085,-0.472088,0.095396,0.627044,0.144588,-0.669161,0.958125
Alpha1_4,3_1_4,35,SideLeft,-0.567626,0.106748,-1.263526,-0.288729,-0.625518,-0.553467,-0.493673,0.131845,0.974797,0.188061,-0.990002,2.075669
Alpha1_4,3_1_4,40,Windward,0.400415,0.148925,0.022755,1.059049,0.289412,0.387805,0.496969,0.207557,1.036294,0.371927,0.459775,0.079132
Alpha1_4,3_1_4,40,SideRight,-0.053675,0.183234,-0.678863,0.623014,-0.173682,-0.054051,0.070683,0.244365,1.301877,3.413773,-0.050996,0.086582
Alpha1_4,3_1_4,40,Leeward,-0.531509,0.075536,-0.832344,-0.323792,-0.578508,-0.525840,-0.477453,0.101055,0.508552,0.142115,-0.484545,0.287128
Alpha1_4,3_1_4,40,SideLeft,-0.550136,0.108923,-1.237372,-0.282221,-0.604664,-0.535433,-0.478542,0.126122,0.955151,0.197992,-1.159577,2.887097
Alpha1_4,3_1_4,45,Windward,0.293852,0.124585,-0.129506,0.794723,0.203022,0.285774,0.372951,0.169929,0.924229,0.423973,0.368922,0.029774
Alpha1_4,3_1_4,45,SideRight,0.087006,0.159187,-0.624617,0.645751,-0.012977,0.090954,0.189967,0.202943,1.270368,1.829597,-0.160095,0.405425
Alpha1_4,3_1_4,45,Leeward,-0.543203,0.081292,-0.886153,-0.319744,-0.589666,-0.533969,-0.485560,0.104106,0.566408,0.149654,-0.584939,0.180456
Alpha1_4,3_1_4,45,SideLeft,-0.545547,0.114384,-1.200869,-0.305828,-0.595437,-0.528665,-0.470748,0.124689,0.895041,0.209668,-1.383371,3.323893
Alpha1_4,3_1_4,50,Windward,0.257992,0.117119,-0.103651,0.712541,0.172403,0.247611,0.337547,0.165144,0.816192,0.453964,0.355706,-0.143603
Alpha1_4,3_1_4,50,SideRight,0.211981,0.144055,-0.435878,0.866238,0.117672,0.204823,0.297602,0.179930,1.302115,0.679566,0.317621,0.721237
Alpha1_4,3_1_4,50,Leeward,-0.546148,0.076337,-0.812227,-0.302861,-0.595666,-0.542558,-0.493613,0.102053,0.509366,0.139774,-0.191733,-0.102731
Alpha1_4,3_1_4,50,SideLeft,-0.508610,0.092802,-1.121262,-0.264486,-0.558947,-0.496867,-0.446016,0.112931,0.856776,0.182463,-0.899961,1.943100
Alpha1_4,3_1_4,55,Windward,0.174556,0.105455,-0.112495,0.541567,0.095726,0.165148,0.244292,0.148566,0.654062,0.604136,0.383226,-0.243718
Alpha1_4,3_1_4,55,SideRight,0.270481,0.137650,-0.167754,0.874711,0.171685,0.253158,0.361736,0.190051,1.042465,0.508908,0.489891,0.248917
Alpha1_4,3_1_4,55,Leeward,-0.544329,0.080613,-0.909700,-0.327769,-0.592046,-0.536263,-0.487809,0.104237,0.581931,0.148096,-0.637370,0.701699
Alpha1_4,3_1_4,55,SideLeft,-0.471796,0.081980,-0.925795,-0.247622,-0.520904,-0.463939,-0.413381,0.107523,0.678173,0.173762,-0.591653,0.524315
Alpha1_4,3_1_4,60,Windward,0.106204,0.098607,-0.253050,0.459474,0.037766,0.103876,0.172991,0.135225,0.712524,0.928467,0.105340,-0.018335
Alpha1_4,3_1_4,60,SideRight,0.360339,0.150069,-0.120190,1.058002,0.252217,0.348595,0.456968,0.204752,1.178193,0.416466,0.443857,0.419529
Alpha1_4,3_1_4,60,Leeward,-0.596606,0.093847,-1.037477,-0.309894,-0.649604,-0.588868,-0.533517,0.116087,0.727584,0.157301,-0.591833,0.960929
Alpha1_4,3_1_4,60,SideLeft,-0.467957,0.079017,-0.855360,-0.232674,-0.515121,-0.459156,-0.413964,0.101157,0.622686,0.168855,-0.553172,0.582998
Alpha1_4,3_1_4,65,Windward,0.041894,0.095559,-0.281201,0.382803,-0.023152,0.039403,0.103487,0.126640,0.664004,2.280949,0.115442,-0.032302
Alpha1_4,3_1_4,65,SideRight,0.413342,0.160292,-0.038843,1.041546,0.296853,0.410670,0.520666,0.223812,1.080389,0.387795,0.266955,-0.085663
Alpha1_4,3_1_4,65,Leeward,-0.611674,0.102140,-1.032334,-0.291617,-0.677613,-0.604871,-0.539310,0.138303,0.740717,0.166984,-0.318356,-0.016120
Alpha1_4,3_1_4,65,SideLeft,-0.432699,0.071422,-0.766123,-0.222872,-0.476829,-0.427775,-0.383500,0.093328,0.543251,0.165062,-0.379710,0.230549
Alpha1_4,3_1_4,70,Windward,-0.045614,0.083072,-0.340204,0.300156,-0.099297,-0.045953,0.007553,0.106850,0.640360,1.821210,0.061203,0.344339
Alpha1_4,3_1_4,70,SideRight,0.444648,0.148607,0.048362,0.993883,0.333627,0.433370,0.544787,0.211160,0.945521,0.334212,0.358599,-0.184022
Alpha1_4,3_1_4,70,Leeward,-0.618143,0.106037,-0.993048,-0.261134,-0.687995,-0.614399,-0.542913,0.145082,0.731914,0.171541,-0.214488,-0.070659
Alpha1_4,3_1_4,70,SideLeft,-0.397140,0.069447,-0.644718,-0.142827,-0.443646,-0.396494,-0.351051,0.092594,0.501891,0.174868,-0.051720,0.018316
Alpha1_4,3_1_4,75,Windward,-0.114602,0.091975,-0.504269,0.191948,-0.175074,-0.111386,-0.049979,0.125096,0.696217,0.802563,-0.189986,-0.104815
Alpha1_4,3_1_4,75,SideRight,0.477255,0.160788,0.052877,1.129238,0.364024,0.465252,0.572551,0.208527,1.076361,0.336902,0.513664,0.415253
Alpha1_4,3_1_4,75,Leeward,-0.635285,0.113818,-1.116802,-0.329677,-0.706514,-0.627011,-0.556237,0.150277,0.787125,0.179161,-0.428771,0.263067
Alpha1_4,3_1_4,75,SideLeft,-0.351312,0.068202,-0.638495,-0.101115,-0.393127,-0.345423,-0.303961,0.089167,0.537379,0.194135,-0.449127,0.410879
Alpha1_4,3_1_4,80,Windward,-0.200329,0.093979,-0.610531,0.136674,-0.259316,-0.194552,-0.135908,0.123409,0.747206,0.469125,-0.305083,0.279155
Alpha1_4,3_1_4,80,SideRight,0.498262,0.170155,-0.011344,1.227543,0.375338,0.483217,0.608941,0.233603,1.238887,0.341497,0.417026,0.152975
Alpha1_4,3_1_4,80,Leeward,-0.637031,0.141881,-1.257588,-0.249366,-0.723850,-0.619832,-0.537210,0.186640,1.008222,0.222722,-0.627075,0.510718
Alpha1_4,3_1_4,80,SideLeft,-0.307833,0.069173,-0.702699,-0.091965,-0.348803,-0.299652,-0.258761,0.090042,0.610734,0.224710,-0.741141,1.264250
Alpha1_4,3_1_4,85,Windward,-0.289829,0.094232,-0.756440,-0.000034,-0.347557,-0.286579,-0.224393,0.123163,0.756405,0.325131,-0.388430,0.627485
Alpha1_4,3_1_4,85,SideRight,0.508487,0.157093,0.039725,1.084704,0.396927,0.499575,0.611350,0.214423,1.044979,0.308941,0.266835,-0.076071
Alpha1_4,3_1_4,85,Leeward,-0.570621,0.120137,-1.029966,-0.218028,-0.650413,-0.564100,-0.486376,0.164037,0.811938,0.210537,-0.272389,-0.016465
Alpha1_4,3_1_4,85,SideLeft,-0.262066,0.049400,-0.475532,-0.102956,-0.294147,-0.259210,-0.227864,0.066283,0.372576,0.188503,-0.284960,0.116015
Alpha1_4,3_1_4,90,Windward,-0.423470,0.101677,-0.823940,-0.101345,-0.483176,-0.412095,-0.349926,0.133250,0.722595,0.240104,-0.608044,0.361406
Alpha1_4,3_1_4,90,SideRight,0.491102,0.161105,0.076889,1.123134,0.373465,0.477463,0.593994,0.220529,1.046245,0.328047,0.451860,0.092018
Alpha1_4,3_1_4,90,Leeward,-0.479845,0.116995,-1.063906,-0.118195,-0.553542,-0.472902,-0.400146,0.153396,0.945711,0.243818,-0.335892,0.335541
Alpha1_4,3_1_4,90,SideLeft,-0.259378,0.041750,-0.430660,-0.104046,-0.286612,-0.258165,-0.230718,0.055894,0.326614,0.160961,-0.147254,-0.013960
Alpha1_4,3_1_4,95,Windward,-0.538779,0.107340,-0.928331,-0.226458,-0.609722,-0.528844,-0.462975,0.146747,0.701873,0.199228,-0.325276,-0.150323
Alpha1_4,3_1_4,95,SideRight,0.493744,0.158603,0.032883,1.043611,0.380258,0.485800,0.597077,0.216819,1.010728,0.321226,0.291404,-0.011009
Alpha1_4,3_1_4,95,Leeward,-0.344505,0.105618,-0.747721,-0.009256,-0.413004,-0.341526,-0.270299,0.142705,0.738464,0.306581,-0.225168,0.035918
Alpha1_4,3_1_4,95,SideLeft,-0.263192,0.044268,-0.449111,-0.101765,-0.291711,-0.261298,-0.232390,0.059320,0.347347,0.168198,-0.228609,0.049908
Alpha1_4,3_1_4,100,Windward,-0.633286,0.129946,-1.132271,-0.305573,-0.716386,-0.619313,-0.540239,0.176147,0.826698,0.205193,-0.442999,-0.068295
Alpha1_4,3_1_4,100,SideRight,0.488165,0.182816,0.025505,1.257021,0.351338,0.472464,0.609381,0.258044,1.231516,0.374497,0.432542,-0.055409
Alpha1_4,3_1_4,100,Leeward,-0.256718,0.108669,-0.753653,0.086233,-0.325033,-0.248569,-0.181591,0.143442,0.839886,0.423300,-0.429804,0.355286
Alpha1_4,3_1_4,100,SideLeft,-0.307182,0.059949,-0.559132,-0.122514,-0.344476,-0.301103,-0.264610,0.079866,0.436618,0.195157,-0.461623,0.169118
Alpha1_4,3_1_5,0,Windward,0.563785,0.168315,0.057166,1.160290,0.442993,0.550910,0.679380,0.236388,1.103124,0.298545,0.275952,-0.243801
Alpha1_4,3_1_5,0,SideRight,-0.722498,0.172004,-1.582439,-0.305062,-0.810139,-0.698538,-0.607398,0.202741,1.277377,0.238068,-1.020549,1.926472
Alpha1_4,3_1_5,0,Leeward,-0.584789,0.090029,-0.969232,-0.336134,-0.639424,-0.578109,-0.522428,0.116997,0.633098,0.153951,-0.475157,0.361253
Alpha1_4,3_1_5,0,SideLeft,-0.735921,0.181838,-1.805656,-0.293422,-0.839551,-0.714364,-0.605883,0.233667,1.512234,0.247089,-0.975642,2.139236
Alpha1_4,3_1_5,5,Windward,0.527061,0.158005,0.104457,1.095612,0.416839,0.513608,0.626521,0.209682,0.991154,0.299785,0.425971,0.098016
Alpha1_4,3_1_5,5,SideRight,-0.756488,0.204027,-1.875699,-0.286936,-0.860613,-0.725965,-0.614407,0.246206,1.588762,0.269703,-1.036648,1.823084
Alpha1_4,3_1_5,5,Leeward,-0.594036,0.106989,-1.127516,-0.336087,-0.652514,-0.578649,-0.518549,0.133965,0.791429,0.180105,-0.949088,1.546191
Alpha1_4,3_1_5,5,SideLeft,-0.731241,0.217024,-1.962907,-0.269716,-0.821107,-0.688600,-0.587922,0.233185,1.693190,0.296789,-1.598192,4.141904
Alpha1_4,3_1_5,10,Windward,0.534566,0.156883,0.091264,1.197165,0.423809,0.525041,0.635464,0.211655,1.105901,0.293478,0.373527,0.203889
Alpha1_4,3_1_5,10,SideRight,-0.821495,0.219991,-1.706404,-0.331080,-0.943376,-0.787004,-0.661197,0.282179,1.375323,0.267793,-0.801819,0.605432
Alpha1_4,3_1_5,10,Leeward,-0.609411,0.100468,-1.030890,-0.313266,-0.667754,-0.600541,-0.538312,0.129442,0.717624,0.164861,-0.577340,0.468997
Alpha1_4,3_1_5,10,SideLeft,-0.711688,0.175983,-1.593022,-0.296763,-0.796008,-0.688031,-0.592991,0.203018,1.296259,0.247276,-1.139924,2.178331
Alpha1_4,3_1_5,15,Windward,0.534900,0.158626,0.127405,1.202993,0.419439,0.522447,0.635120,0.215681,1.075588,0.296553,0.410572,-0.005703
Alpha1_4,3_1_5,15,SideRight,-0.826827,0.211040,-1.772222,-0.257115,-0.951629,-0.811895,-0.674738,0.276891,1.515108,0.255240,-0.519798,0.362529
Alpha1_4,3_1_5,15,Leeward,-0.591001,0.102081,-1.089060,-0.328209,-0.645389,-0.578811,-0.522085,0.123303,0.760851,0.172726,-0.797536,0.988038
Alpha1_4,3_1_5,15,SideLeft,-0.678701,0.191376,-2.010026,-0.243524,-0.748510,-0.639253,-0.561523,0.186987,1.766502,0.281973,-2.177352,8.328262
Alpha1_4,3_1_5,20,Windward,0.519347,0.154645,0.104180,1.083637,0.407219,0.508710,0.627310,0.220091,0.979458,0.297767,0.251227,-0.307131
Alpha1_4,3_1_5,20,SideRight,-0.823311,0.225032,-1.653422,-0.225480,-0.969064,-0.810493,-0.663066,0.305998,1.427941,0.273326,-0.346566,0.032862
Alpha1_4,3_1_5,20,Leeward,-0.578727,0.099435,-0.996468,-0.287890,-0.641123,-0.569140,-0.506969,0.134153,0.708578,0.171817,-0.506303,0.162123
Alpha1_4,3_1_5,20,SideLeft,-0.641871,0.148598,-1.482980,-0.267070,-0.709110,-0.618686,-0.541291,0.167820,1.215910,0.231508,-1.195464,2.260792
Alpha1_4,3_1_5,25,Windward,0.465697,0.147833,0.034018,1.014963,0.362746,0.446307,0.556719,0.193973,0.980945,0.317445,0.480653,0.020458
Alpha1_4,3_1_5,25,SideRight,-0.674799,0.233472,-1.982683,-0.061343,-0.820462,-0.649321,-0.507578,0.312883,1.921341,0.345987,-0.558584,0.465604
Alpha1_4,3_1_5,25,Leeward,-0.533017,0.092403,-1.054729,-0.270075,-0.581117,-0.518541,-0.469892,0.111225,0.784654,0.173358,-0.938799,1.491439
Alpha1_4,3_1_5,25,SideLeft,-0.583371,0.131693,-1.467665,-0.276112,-0.645682,-0.556850,-0.494468,0.151214,1.191554,0.225744,-1.513573,3.994025
Alpha1_4,3_1_5,30,Windward,0.462955,0.147469,0.031386,1.142549,0.354396,0.454024,0.559270,0.204875,1.111163,0.318539,0.395845,0.139470
Alpha1_4,3_1_5,30,SideRight,-0.454963,0.231914,-1.523660,0.155052,-0.598192,-0.433374,-0.283895,0.314297,1.678712,0.509742,-0.528174,0.236271
Alpha1_4,3_1_5,30,Leeward,-0.529043,0.082400,-0.880628,-0.287665,-0.580066,-0.523619,-0.470963,0.109103,0.592962,0.155753,-0.477842,0.370616
Alpha1_4,3_1_5,30,SideLeft,-0.573952,0.104733,-1.369923,-0.311984,-0.629458,-0.561497,-0.502672,0.126786,1.057939,0.182476,-1.290310,4.751006
Alpha1_4,3_1_5,35,Windward,0.423928,0.131679,0.086847,0.887349,0.331069,0.421437,0.512432,0.181363,0.800502,0.310616,0.177645,-0.237231
Alpha1_4,3_1_5,35,SideRight,-0.307691,0.206476,-1.154145,0.405050,-0.445777,-0.289316,-0.158355,0.287421,1.559195,0.671049,-0.364776,0.017076
Alpha1_4,3_1_5,35,Leeward,-0.538441,0.074643,-0.880481,-0.325389,-0.583537,-0.532315,-0.485854,0.097683,0.555093,0.138628,-0.528042,0.458440
Alpha1_4,3_1_5,35,SideLeft,-0.570475,0.104104,-1.165582,-0.289634,-0.628012,-0.557818,-0.498729,0.129283,0.875948,0.182486,-1.023226,2.480109
Alpha1_4,3_1_5,40,Windward,0.393214,0.131223,-0.025298,1.011497,0.300749,0.386426,0.480155,0.179406,1.036795,0.333718,0.268966,0.220989
Alpha1_4,3_1_5,40,SideRight,-0.097863,0.184967,-0.959151,0.440406,-0.210281,-0.083172,0.033528,0.243809,1.399557,1.890065,-0.506185,0.536269
Alpha1_4,3_1_5,40,Leeward,-0.537953,0.073361,-0.880393,-0.287538,-0.582724,-0.534115,-0.487045,0.095679,0.592855,0.136371,-0.430625,0.542496
Alpha1_4,3_1_5,40,SideLeft,-0.565887,0.093578,-1.184938,-0.326405,-0.613891,-0.554973,-0.503632,0.110259,0.858533,0.165365,-1.082707,2.831290
Alpha1_4,3_1_5,45,Windward,0.335078,0.121802,0.005297,0.906249,0.245916,0.332146,0.414967,0.169050,0.900953,0.363503,0.322854,0.189800
Alpha1_4,3_1_5,45,SideRight,0.085592,0.153413,-0.528004,0.626841,-0.018572,0.088697,0.192054,0.210626,1.154845,1.792380,-0.070016,-0.049006
Alpha1_4,3_1_5,45,Leeward,-0.545897,0.077132,-0.899052,-0.340985,-0.589504,-0.535371,-0.492066,0.097438,0.558066,0.141294,-0.766350,0.865387
Alpha1_4,3_1_5,45,SideLeft,-0.542722,0.088158,-1.076663,-0.283303,-0.590970,-0.530982,-0.480915,0.110055,0.793360,0.162437,-0.918968,1.731480
Alpha1_4,3_1_5,50,Windward,0.270604,0.112292,-0.053293,0.734090,0.189551,0.263637,0.342743,0.153193,0.787382,0.414966,0.368306,-0.012465
Alpha1_4,3_1_5,50,SideRight,0.183956,0.136916,-0.262373,0.732911,0.092841,0.177616,0.271549,0.178708,0.995285,0.744285,0.207696,0.254508
Alpha1_4,3_1_5,50,Leeward,-0.548947,0.077809,-0.874219,-0.303298,-0.597901,-0.545778,-0.495028,0.102873,0.570921,0.141742,-0.330699,0.209169
Alpha1_4,3_1_5,50,SideLeft,-0.525245,0.084157,-0.964055,-0.280884,-0.573746,-0.517277,-0.466953,0.106792,0.683171,0.160224,-0.793685,1.630937
Alpha1_4,3_1_5,55,Windward,0.184933,0.113595,-0.137229,0.660459,0.103865,0.177081,0.252901,0.149036,0.797688,0.614252,0.499846,0.313717
Alpha1_4,3_1_5,55,SideRight,0.287386,0.135101,-0.153671,0.830306,0.194210,0.280763,0.376831,0.182622,0.983977,0.470102,0.272440,0.086027
Alpha1_4,3_1_5,55,Leeward,-0.558476,0.083951,-0.931926,-0.316495,-0.607980,-0.551204,-0.499163,0.108818,0.615431,0.150322,-0.568712,0.477803
Alpha1_4,3_1_5,55,SideLeft,-0.501341,0.076651,-0.954359,-0.270031,-0.545038,-0.494994,-0.448654,0.096384,0.684328,0.152892,-0.686458,1.203542
Alpha1_4,3_1_5,60,Windward,0.107898,0.094166,-0.196209,0.463153,0.041545,0.106445,0.171285,0.129740,0.659361,0.872734,0.142893,-0.168964
Alpha1_4,3_1_5,60,SideRight,0.375130,0.137698,-0.059633,0.910678,0.281235,0.371186,0.462647,0.181411,0.970311,0.367068,0.211993,-0.038497
Alpha1_4,3_1_5,60,Leeward,-0.577001,0.093103,-1.004391,-0.299601,-0.633954,-0.569049,-0.510714,0.123240,0.704791,0.161357,-0.548150,0.636627
Alpha1_4,3_1_5,60,SideLeft,-0.486616,0.084789,-0.948782,-0.205157,-0.533560,-0.480166,-0.431946,0.101614,0.743624,0.174242,-0.729816,1.895538
Alpha1_4,3_1_5,65,Windward,0.041043,0.089910,-0.271603,0.384553,-0.019006,0.039830,0.101018,0.120024,0.656156,2.190646,0.032623,0.110802
Alpha1_4,3_1_5,65,SideRight,0.429059,0.135975,0.020565,0.935119,0.332492,0.421649,0.512734,0.180242,0.914554,0.316915,0.344921,-0.087298
Alpha1_4,3_1_5,65,Leeward,-0.595510,0.094109,-1.017882,-0.320436,-0.652905,-0.585819,-0.529788,0.123117,0.697446,0.158031,-0.567009,0.601769
Alpha1_4,3_1_5,65,SideLeft,-0.450893,0.069353,-0.750030,-0.213021,-0.497065,-0.447365,-0.402489,0.094576,0.537009,0.153813,-0.267086,0.122023
Alpha1_4,3_1_5,70,Windward,-0.047986,0.087373,-0.362623,0.374993,-0.106838,-0.049210,0.010589,0.117426,0.737616,1.820791,0.077973,0.277657
Alpha1_4,3_1_5,70,SideRight,0.465942,0.145262,0.111631,1.099929,0.361829,0.450124,0.559622,0.197794,0.988299,0.311759,0.450322,-0.049116
Alpha1_4,3_1_5,70,Leeward,-0.606327,0.113169,-1.059654,-0.300245,-0.682896,-0.596672,-0.520484,0.162412,0.759409,0.186646,-0.406454,-0.126461
Alpha1_4,3_1_5,70,SideLeft,-0.404582,0.070523,-0.752479,-0.191626,-0.450813,-0.401799,-0.353521,0.097292,0.560853,0.174310,-0.361867,0.269137
Alpha1_4,3_1_5,75,Windward,-0.122793,0.096999,-0.443348,0.260754,-0.183866,-0.121031,-0.060217,0.123649,0.704101,0.789938,-0.061286,0.334415
Alpha1_4,3_1_5,75,SideRight,0.512328,0.155904,0.087099,1.181257,0.400101,0.502103,0.609911,0.209810,1.094158,0.304305,0.379227,-0.017573
Alpha1_4,3_1_5,75,Leeward,-0.631907,0.118733,-1.146818,-0.314454,-0.710605,-0.622880,-0.542366,0.168239,0.832363,0.187897,-0.423457,-0.060306
Alpha1_4,3_1_5,75,SideLeft,-0.365470,0.071660,-0.643100,-0.152009,-0.412530,-0.362654,-0.313601,0.098929,0.491091,0.196075,-0.259669,-0.184621
Alpha1_4,3_1_5,80,Windward,-0.221260,0.100109,-0.660091,0.124335,-0.286442,-0.218119,-0.152609,0.133834,0.784426,0.452452,-0.187394,0.168230
Alpha1_4,3_1_5,80,SideRight,0.547203,0.158460,0.132090,1.171735,0.435895,0.533412,0.644994,0.209099,1.039645,0.289581,0.458254,0.282195
Alpha1_4,3_1_5,80,Leeward,-0.667611,0.128958,-1.279245,-0.295544,-0.748728,-0.657728,-0.577999,0.170730,0.983701,0.193163,-0.431384,0.396685
Alpha1_4,3_1_5,80,SideLeft,-0.333282,0.067225,-0.653454,-0.142250,-0.374066,-0.329269,-0.286447,0.087619,0.511204,0.201706,-0.517741,0.667851
Alpha1_4,3_1_5,85,Windward,-0.311259,0.099846,-0.716243,0.020372,-0.371298,-0.304139,-0.242694,0.128604,0.736615,0.320781,-0.459363,0.452022
Alpha1_4,3_1_5,85,SideRight,0.525227,0.155296,0.144220,1.219248,0.413448,0.513013,0.621989,0.208540,1.075028,0.295674,0.486145,0.261250
Alpha1_4,3_1_5,85,Leeward,-0.586882,0.120860,-1.212748,-0.225621,-0.661384,-0.579464,-0.501545,0.159840,0.987127,0.205935,-0.441183,0.434497
Alpha1_4,3_1_5,85,SideLeft,-0.261718,0.051556,-0.497976,-0.093439,-0.294120,-0.258177,-0.225650,0.068470,0.404537,0.196989,-0.357984,0.131420
Alpha1_4,3_1_5,90,Windward,-0.444161,0.106101,-0.827844,-0.143556,-0.512804,-0.432608,-0.367490,0.145314,0.684288,0.238880,-0.430105,-0.053956
Alpha1_4,3_1_5,90,SideRight,0.550227,0.153917,0.111095,1.082439,0.437668,0.534880,0.648319,0.210651,0.971344,0.279734,0.378043,-0.186265
Alpha1_4,3_1_5,90,Leeward,-0.487942,0.118764,-1.130262,-0.140713,-0.555560,-0.480658,-0.405475,0.150084,0.989549,0.243398,-0.610257,1.140747
Alpha1_4,3_1_5,90,SideLeft,-0.239401,0.041910,-0.413488,-0.092019,-0.265518,-0.236635,-0.211108,0.054410,0.321469,0.175060,-0.299769,0.182039
Alpha1_4,3_1_5,95,Windward,-0.592471,0.126446,-1.114475,-0.247090,-0.672324,-0.579774,-0.501422,0.170902,0.867385,0.213421,-0.516436,0.265831
Alpha1_4,3_1_5,95,SideRight,0.550966,0.169323,0.111309,1.081390,0.424289,0.541710,0.667454,0.243164,0.970081,0.307319,0.285292,-0.400036
Alpha1_4,3_1_5,95,Leeward,-0.372260,0.115544,-0.761126,0.000023,-0.445749,-0.362851,-0.288259,0.157490,0.761149,0.310385,-0.372849,-0.099160
Alpha1_4,3_1_5,95,SideLeft,-0.262556,0.048082,-0.461198,-0.102634,-0.293027,-0.259597,-0.229082,0.063945,0.358564,0.183131,-0.352584,0.248817
Alpha1_4,3_1_5,100,Windward,-0.667080,0.122535,-1.081538,-0.303071,-0.751279,-0.661233,-0.579024,0.172255,0.778467,0.183689,-0.194824,-0.303048
Alpha1_4,3_1_5,100,SideRight,0.540940,0.154030,0.069788,1.084324,0.435873,0.529397,0.642219,0.206346,1.014536,0.284745,0.256110,-0.131999
